,joints,markers
401,[ 0.49843185 -0.12339645  0.95383153 -0.53516914  0.36845462 -0.57378866 -0.42850755  0.25318944  0.47782931  1.36366658  1.37036968 -1.32198391  0.35516552 -0.00241093 -1.62868383  0.01850956 -0.20755612  0.          0.        ],"[[-1.94691105  2.51611833  2.22497338]
 [-3.56402172  2.83226701  1.54053218]]"
402,[-0.69266607 -1.55521298  2.26128592  2.14052433 -1.05984708 -1.89198021 -0.59735137 -1.94644016  0.44243023  1.61296401 -1.89535128  0.07621113 -2.56012177  1.05225893 -2.47668716 -0.00712309  1.45275751  0.          0.        ],"[[-1.9713349   1.79449018  1.94144751]
 [-3.24424194  2.33617922  1.89130615]]"
403,[ 1.18989098 -1.51381345  2.34292189  1.33027266  0.93155589 -1.53580704 -1.36901088 -0.70452399 -0.0863251  -0.28926462 -0.27529519 -1.74028357  0.5609358   1.63389074 -1.26597573 -0.55385123  0.13676842  0.          0.        ],"[[-1.83571028  1.77532789  1.42141914]
 [-3.17201557  1.57007329  0.9578738 ]]"
404,[-0.43670052 -0.39199579  2.14388406 -0.92887584  0.24568321  0.65745779 -0.38520488 -1.88855803  0.76017538  1.80095209 -0.69932467 -1.37513821 -1.67304337 -2.00002483  1.74530332  0.5579035   0.97417468  0.          0.        ],"[[-1.85015086  1.77823226  1.84086378]
 [-3.21642709  2.48526418  1.40485359]]"
405,[-2.11254139e+00 -1.38328443e+00  2.16505014e+00 -1.96112616e+00 -1.60084685e+00  1.18898180e+00  1.95727216e+00  1.24010531e-01  8.73713408e-01  5.06064828e-01 -1.15368969e+00  1.14307325e+00  2.18024974e+00 -1.29614080e+00 -6.83326516e-01 -7.07384169e-01 -7.61129041e-04  0.00000000e+00  0.00000000e+00],"[[-3.32362425  1.64485165  1.42850648]
 [-1.67581791  2.45244927  1.54241301]]"
406,[ 0.0972422  -0.95932516  2.35276636  0.81885435 -0.77664583 -1.8221322  -1.04720369  0.32563988  0.59456071  1.0034374  -2.17654254  0.01276926  0.50166345 -0.86412913 -2.8020977  -0.16648601  1.66405942  0.          0.        ],"[[-1.58911718  2.2531727   1.56366731]
 [-3.21702125  2.33191378  1.8756433 ]]"
407,[ 3.06797701 -0.86248524  2.26494385  1.16281981  1.48229271 -0.94731271  1.24288703  0.38455575  0.15894427  1.1957125   2.44833566  1.89439764 -2.06968186  1.06190379 -0.50295083  0.32323127 -0.22005803  0.          0.        ],"[[-3.10924612  2.35937071  1.81740463]
 [-1.74467753  2.17695236  0.79492072]]"
408,[ 0.17923005 -0.88583367  1.21885113  2.54934837  1.58494197 -1.67037776  1.61405875 -1.02003235 -0.42100294  0.44367422  0.09261336  0.25585706 -2.097282    1.24094673  1.79654153 -0.74255655 -0.40916922  0.          0.        ],"[[-1.60042541  2.02172642  1.44915008]
 [-3.5379399   1.62686542  1.6913741 ]]"
409,[ 0.69106086 -0.63595533  1.19667156  0.06718463  0.87503504  1.19101287  0.15632058  2.90231526  0.18216787  1.82084104 -0.65242597 -0.93470937 -2.67423601  0.20079759  2.94042601 -0.15246663 -0.23616064  0.          0.        ],"[[-2.30492731  2.03801202  2.33194133]
 [-3.06809377  1.01353876  1.38201988]]"
410,[-0.13380841 -0.43931461  2.09388187 -0.48194248 -1.74283369  1.50644688  1.63761058 -1.0911724  -0.05219738  0.58967323  2.50868798  0.79864554 -0.99948197  1.74734222 -0.62481319  0.28702372  1.41538037  0.          0.        ],"[[-1.60143413  1.93089495  1.09171922]
 [-3.27829931  2.24018181  1.68679198]]"
411,[ 2.53743755 -0.503093    1.26214689  1.29669789 -0.57434376  2.9330656  -0.08689965  0.54225724  0.95922263  1.6046841  -0.89137052 -0.08670042  2.38557859  0.54575159 -1.64946391  0.38699948  0.97556547  0.          0.        ],"[[-3.60791088  2.23909745  1.8498272 ]
 [-1.78658833  1.45326003  2.09342035]]"
412,[-0.36395813 -0.51175342  1.70209438 -2.19808507  0.76685633  0.72731459 -1.34343459  2.27102709 -0.23621732  1.35091111  2.90596466 -0.08652919 -2.74182108  1.46599357 -0.84800729  1.2032236   1.72671837  0.          0.        ],"[[-1.6279837   2.42090173  1.83825164]
 [-3.02187836  2.88404532  1.69835115]]"
413,[ 2.48685251 -1.0376685   1.81130526 -0.45650408 -0.76593347  0.85243816  0.81414482 -0.64603781  0.03712682  0.37920716  0.49356261  0.12707293 -1.13201368 -0.254208    1.64809684 -0.662232    1.14432503  0.          0.        ],"[[-3.57089232  2.65739126  1.37863727]
 [-1.82276244  1.40993452  2.00883809]]"
414,[-1.98042334 -0.83495936  0.99273608 -0.86001586 -1.24865597 -1.33571037 -0.08992022  1.98172417  0.03311175 -0.0978878  -1.87142675 -0.40256029 -0.15317287 -0.12471448  0.78481865  0.87873002  1.24576591  0.          0.        ],"[[-3.67946045  1.56709914  1.23510154]
 [-2.77372509  2.96125432  2.02480325]]"
415,[ 2.63372229 -0.3174488   2.19706788  2.28959023  1.45118935 -1.80047353  1.16034258 -0.59075393  0.21517471  0.23269758  0.23177094 -0.04131296 -1.69342789 -0.76448855 -0.15636773  0.45317183  1.28716541  0.          0.        ],"[[-3.35033032  2.6403272   1.08840415]
 [-2.0213357   1.56565599  1.88229485]]"
416,[ 3.03083523 -0.96566991  1.52435655  2.88098944  1.89847134 -1.94527549  1.22334348 -0.78811066  1.1184752  -0.48526732  2.01496626  0.76375588 -1.65340577  0.15764444 -0.31421328  0.28422144  0.2346848   0.          0.        ],"[[-3.31424893  2.31331671  1.02696364]
 [-1.49759808  2.50622477  1.58590496]]"
417,[-0.66529632 -0.45995581  1.02951629 -1.48656619  1.49543781  1.86911621  0.56854642 -0.25562489  1.04675652  0.45584665  0.69266103  0.4281492  -1.10227075  1.33747483  0.8254904   1.37711683 -0.23655174  0.          0.        ],"[[-1.76412541  2.70015234  1.63160401]
 [-3.06654657  2.75213817  1.95383285]]"
418,[-1.41823596 -0.35148307  0.73675484 -0.89158115  0.05277337 -2.60886519 -0.13191228  2.2992787   0.91964308  1.12245369  2.22884836  1.38683896  1.9059261  -1.5879708   2.06105048  0.43307367  1.13312756  0.          0.        ],"[[-2.43888854  1.0249226   2.10843751]
 [-3.0316027   2.77561333  1.73505446]]"
419,[ 2.35181141 -0.94991582  1.2814802  -1.25158837  0.74684816 -1.12404061 -1.22318275  2.327096    1.38909986  1.40697712  1.56273264 -0.53684814 -2.08582756  0.30846633 -0.94497338  1.35818071  1.77055357  0.          0.        ],"[[-3.26569873  1.92262443  1.90329709]
 [-2.1453213   1.15422712  1.82387392]]"
420,[ 3.47382186 -1.08126106  1.68644874  2.91263259  0.45839906  2.04964126 -0.56635168 -0.24074034  0.92930292  1.69102307 -2.74211436 -0.02769011 -1.49099604  0.86122905 -2.77549774  0.02214026  1.2867695   0.          0.        ],"[[-3.53085214  2.07671607  1.67430271]
 [-1.9429709   2.56512511  2.01862758]]"
421,[-1.53195684 -0.81786144  1.38159329  2.60581972  0.36762339  1.08371613  0.80575653  2.57315262  0.46737523 -0.31701903  0.21621725 -0.93627523 -2.96687326 -1.24410794  2.40829617 -0.2080542  -0.02527026  0.          0.        ],"[[-3.06183528  1.06730231  1.54004312]
 [-1.95439769  2.73982721  1.49493764]]"
422,[-0.46623748 -0.78181432  1.56528839 -2.827355    0.39123213 -0.56187091 -1.80857691 -2.34792582  0.71191744 -0.76822059  0.05191795 -0.25281478  1.65325773  1.0469111  -2.21045244 -0.16514259  1.50701254  0.          0.        ],"[[-1.65647247  2.23011607  1.44669389]
 [-3.37704096  2.40273191  1.95277624]]"
423,[ 3.32564001 -1.01037061  1.90340992  0.26605562 -1.23379402  1.49075731  1.83594534 -0.98384719 -0.30507112  1.05342785  0.53449044  0.64585257 -1.30400958  0.4179154  -0.74443953  0.610211    1.41092087  0.          0.        ],"[[-3.37415948  1.63160452  1.58074788]
 [-1.90212522  2.35647805  2.08051046]]"
424,[ 2.91222286 -0.90303128  1.85570954 -1.88287804 -0.65052789  2.19778321  0.02561572 -0.20531165 -0.77016389  0.59391421 -1.87676331 -0.04884791  0.10196471 -0.45079028 -0.25447055  0.69224613  1.61153389  0.          0.        ],"[[-3.36292928  2.59448709  1.90217474]
 [-1.84926189  1.88080659  2.03053459]]"
425,[-1.67517057 -0.42706875  0.86700077  0.49225456 -0.90127138  2.14289969  1.16787321 -1.87396721 -0.68275784  0.57784312 -1.59879853 -0.23341763  1.54257377  1.20292846  0.4392568   0.08764135  0.3031238   0.          0.        ],"[[-2.644572    0.91188654  1.69624714]
 [-2.00089911  2.86774645  1.91255111]]"
426,[ 0.67000169 -0.30144712  2.30428161  2.48297314 -0.49662463 -2.06041387  1.08152946  0.24747563  1.12148406  0.60665423 -2.64396238  1.50905856 -2.19558446  0.9737316  -1.87976335  0.05595911  0.21305861  0.          0.        ],"[[-2.56951892  3.03758258  1.70222725]
 [-3.74836402  2.15698616  0.99019313]]"
427,[ 2.89731949  0.10984222  0.4137184   2.29762393 -1.33140769  2.48632997  1.13716975  2.21219183 -0.01493666  0.1736058   2.65672788  1.22145774 -2.20221352  1.09167346 -0.95856461  0.02345017  0.16348865  0.          0.        ],"[[-3.45754928  1.24715571  1.9081824 ]
 [-1.61175286  1.42511991  1.44509492]]"
428,[-0.42095947 -0.66691582  0.90706022 -0.15305018  0.31628056 -0.01471001  0.37407501 -0.22228405  0.83909691  1.22037214 -0.72005848  0.80422676 -2.63343574  1.51568344  2.15773242 -0.29091127  0.26525148  0.          0.        ],"[[-1.67039277  1.59314961  2.11104025]
 [-3.14237678  1.94427809  2.18563981]]"
429,[-1.69975743 -1.13960246  1.77957163  0.37713675  0.95203639  0.09295573 -0.47832925 -2.72114341  1.12920417  1.30550842  0.97751431 -0.68862013 -0.2473479   0.70027393 -0.3656486   0.4019825   0.38864597  0.          0.        ],"[[-3.04291006  1.88057654  2.09437497]
 [-1.79086107  2.76938505  1.62233039]]"
430,[ 0.16326093 -0.42033544  1.73310548 -0.96261198 -0.56742312  0.00747284  1.00160217  0.75735693 -0.10514281 -0.67309335  2.61066041 -0.43631354 -2.11471932  0.31977824 -2.3866507   0.70193367  1.88794183  0.          0.        ],"[[-1.46940076  2.34287898  1.2967148 ]
 [-3.22089106  2.30971914  2.08425041]]"
431,[ 2.5375057  -0.57738082  0.69859356 -1.94036494  2.06832893  1.07681844 -0.35363146  1.58933962  0.77366417 -0.75096809  1.99222231 -1.42595496  0.65890241  1.29052406 -0.57888702 -0.11007873  1.57737028  0.          0.        ],"[[-3.2383038   1.60187643  1.34648966]
 [-2.645732    1.66882887  2.22753402]]"
432,[ 1.69590518 -1.23169635  1.96217945  2.897998   -0.43855454 -0.47045529 -0.14770992 -1.72908172 -0.23647602  0.85591353  2.87713599  1.58124279  0.98600112 -0.59524998  1.92240504 -0.11256603 -0.54834089  0.          0.        ],"[[-2.88500807  2.91056231  2.01393158]
 [-2.42918134  1.07591303  0.88813645]]"
433,[ 3.05600987 -0.55398285  1.85922648  0.22060432 -1.13884823  2.80605871  0.20974198 -2.46905862  0.43571296 -0.64973409  2.96533264  1.29214075 -1.21419053  1.93882318 -0.35328704 -0.28906523  1.83786023  0.          0.        ],"[[-3.61847332  1.95669216  0.96283144]
 [-1.78583403  1.71541599  1.47111562]]"
434,[ 3.02908994 -0.34959739  2.31267104  2.66145625  1.80350604  2.37533585 -1.60280052  2.15443211 -0.34894713  0.78946387 -2.93770603 -0.2026049  -1.50491681 -0.23299475 -2.32408058  0.67239588  0.68661145  0.          0.        ],"[[-3.22702521  2.40851627  1.08018068]
 [-1.57310176  1.75673715  1.71198512]]"
435,[ 2.57446947 -0.52415831  0.61608843 -1.69314671 -0.3902154  -0.54105778 -0.72756195  2.14075491 -0.06734373  1.24843533  1.86232328  0.96837302 -0.56477349 -0.67981068 -1.05696208  0.68051358 -0.72035198  0.          0.        ],"[[-3.23073388  2.73527893  2.1682981 ]
 [-1.57840395  2.3075889   1.42464353]]"
436,[-1.15668494 -0.82992833  1.13055535 -1.03191275  1.6682021  -2.85778113  0.14720853 -2.15915462  0.82237354  1.17242432  0.04704498  0.08605962  1.91373717  1.01434641 -2.08432201 -0.26404776  1.51894323  0.          0.        ],"[[-1.81884089  2.18309082  1.92359137]
 [-3.07862348  2.61092223  2.16180144]]"
437,[ 2.94371612 -0.26298034  2.28860724 -2.82924601  0.13101643 -1.58149272 -0.33793073 -2.41617365  0.98070155  0.33156902  2.24129292 -0.99602164  1.96083824  0.7743996   2.470901   -0.53234291  0.37995934  0.          0.        ],"[[-3.71745351  2.05336279  1.44966045]
 [-2.01167247  1.03193864  1.72295321]]"
438,[ 1.06753996 -0.29386218  1.52022966 -1.09674636  0.47081961  0.25471584 -0.51068548  0.14827514  0.57683351  1.01370307 -0.58995448  0.20949455  1.94324279 -0.9625252  -1.60542461 -0.72836466 -0.63967829  0.          0.        ],"[[-2.41176473  2.87112201  2.08867453]
 [-3.40516113  1.29214253  1.68612942]]"
439,[ 3.26736829 -1.10660997  1.40024197  0.95379518  0.03163419 -2.48093794 -0.47707454 -0.86106803  0.52949921  1.89718465  1.49705629  1.29381337  0.3212718  -2.01323281 -2.89581318  0.04982743 -0.68166522  0.          0.        ],"[[-3.25212284  2.21664378  2.05217778]
 [-1.84722947  2.39565249  1.29099854]]"
440,[ 2.54827689 -0.96071381  1.88909817  1.77053194 -1.34708405 -1.40669101 -1.2718232  -0.15429737  1.00344026  0.10309305 -1.28267563  0.4956325   2.21357684 -0.72467871 -0.58972173  0.7537577  -0.15587681  0.          0.        ],"[[-3.35037836  2.1715      1.69980688]
 [-1.80674334  1.33584656  1.72589632]]"
441,[ 3.22286207 -0.45534801  1.58185494 -0.94638408 -1.05723503 -0.11763347  0.31190502  0.77615182 -0.16208269 -0.24673073  1.0202047   1.61773706  2.42125251 -1.31474835  0.93301985  0.08723108  1.61762356  0.          0.        ],"[[-3.57645046  2.31275558  1.1515683 ]
 [-2.53182226  2.15858816  2.05887249]]"
442,[-0.7834146   0.03728682  0.51583215  1.47928377 -0.9939372  -0.21656832 -0.93364644 -1.33684283 -0.29217954 -0.77089982  2.00040578 -0.38166131 -2.63271085 -0.98369752  2.81763798 -0.25028854  2.01809459  0.          0.        ],"[[-1.30091536  2.00662885  1.55955746]
 [-2.68675827  2.70546071  2.23399133]]"
443,[ 2.0607181  -0.41091098  0.56343063  0.49795324 -1.66877303 -1.27203188 -0.35976771  1.32633866  0.24107755 -0.64108715  0.47730041  0.52449985 -0.55398699 -1.19866092 -0.88742052 -0.78433146  0.06301669  0.          0.        ],"[[-3.21077361  2.63563568  1.03517387]
 [-1.76350471  1.79824988  2.08682287]]"
444,[-1.64907389 -0.40691757  1.42812868 -1.05532287 -0.25072293 -1.76809386  0.81649173  2.6297504   0.38183437 -0.05702233 -1.90628714 -0.42072998  1.7412673   1.26232627  0.4505996  -0.3063863   0.17374534  0.          0.        ],"[[-3.03277896  1.20207449  1.66435651]
 [-1.95625063  2.80847701  1.85808057]]"
445,[ 2.88830935 -1.04397865  1.46407315 -0.78851625  0.04610862 -0.43759765 -0.95190946 -0.22155032  0.23163249  1.00026906 -2.57818501 -1.22768447  1.05196386  0.37689869  2.82621086 -0.71904659  2.01234238  0.          0.        ],"[[-3.05621305  2.50027396  2.14020573]
 [-2.06882113  2.2692125   2.16166671]]"
446,[ 0.77787289 -0.59664153  0.70223761  2.86302706  0.77420963  1.27986741  0.39744893  2.94963978  0.96595789 -0.61380717 -1.83609001  1.60580425 -1.35903819  0.25034731 -2.18114965  1.01232822 -0.36788082  0.          0.        ],"[[-1.54346416  2.2748873   1.27822675]
 [-3.46372647  2.08159211  1.42618268]]"
447,[-3.67191264e-01 -3.59690048e-01  7.57385959e-01 -3.57912720e-04  3.22072324e-01  1.51714687e+00  4.42822100e-01 -1.05149370e+00 -6.82653568e-02  1.22208360e+00  7.20251524e-01  5.93459129e-01 -2.06971012e+00  1.41022618e-01 -6.10663797e-02  3.88182874e-01  1.14257825e+00  0.00000000e+00  0.00000000e+00],"[[-1.71735925  1.8551882   2.34439691]
 [-3.35777631  1.96478245  2.2450434 ]]"
448,[-1.12490635 -0.55028237  0.97613203  1.1618201  -1.81746694  0.0812486   1.77029845 -2.29449027  0.32975671  1.68423761 -0.8681386  -1.71599689  2.66847088  0.5831983  -1.96906748 -0.65596316 -0.31285134  0.          0.        ],"[[-1.85838015  2.09324803  1.78677603]
 [-3.44287495  2.19857146  1.32253209]]"
449,[ 2.80475641 -0.28032458  0.58126678  1.89363263  1.50100446 -2.40450394  1.04265763 -0.45443019 -0.12982444 -0.34665492 -0.08971519 -1.47503612  2.58569083  0.62274403 -1.8249111   0.40773705 -0.23682534  0.          0.        ],"[[-3.27232037  2.67589286  1.39715685]
 [-1.68042722  2.04312549  1.10798167]]"
450,[ 2.55847416 -0.87876931  1.43516882  1.33477217  0.23555535  2.0757434  -0.80105072 -2.43695609 -0.41040867  0.69250641  0.90052697 -0.14693454  0.57473363  1.14218856 -1.69584834 -0.05430488  1.85948139  0.          0.        ],"[[-3.47264452  2.28688527  1.99630575]
 [-1.95389792  1.49365303  2.0649668 ]]"
451,[ 0.83708015  0.14502149  0.19838615  1.7980351   0.09048172  1.90760576  0.74976182  2.0154691   1.26355907  0.13196342 -2.85230418  0.62752002  0.95090322  0.04630726  1.7516178   0.52007812  0.06462113  0.          0.        ],"[[-1.83186571  2.48136919  1.91074689]
 [-3.59801822  1.35388388  1.57256442]]"
452,[ 1.9431641  -1.10574787  1.82860269  1.41771671  1.31886985 -1.87091318  1.70914478  0.00462161  1.20777493  0.31280671 -1.44552547  0.36535119 -1.64546558  0.58096237 -2.87084595 -0.29397103  0.75462438  0.          0.        ],"[[-2.43548637  2.90965142  1.57372181]
 [-2.24751852  0.98532934  1.85321295]]"
453,[ 0.97729969 -0.51455127  1.88702817  2.56946828  0.84748373  0.02877199 -0.80921511 -2.41770795  0.45190285 -0.68689973 -2.51832564 -0.67633394  2.32084748  1.15170352  0.575261    0.02909505  0.6688618   0.          0.        ],"[[-1.9973832   2.97008457  1.09961502]
 [-3.38272644  1.6583392   1.92992035]]"
454,[-1.16942416 -1.50839024  2.21680218  0.10896164 -0.51552839 -0.03447238  1.00313377 -0.18183355  0.44282908  0.08591281  0.56329251 -0.32543925 -0.33701595 -1.93586411 -0.4780215   0.12109785 -0.3404377   0.          0.        ],"[[-1.75404878  1.23179443  1.35834599]
 [-3.21407329  2.35621295  1.36081845]]"
455,[ 2.03264283 -1.03973961  1.85262516  1.89550878 -0.01582604  2.92186546 -0.90043356  2.49167226 -0.04056672  1.29203148 -1.61008424 -0.13817032 -0.87384601 -0.49367319  0.24211818  0.89207812  2.13593652  0.          0.        ],"[[-3.02531819  2.6828109   2.07103446]
 [-2.16386601  1.35921671  1.95056111]]"
456,[ 0.38038554 -1.15871444  2.1006758  -2.59775532  1.79810746  2.73661123 -1.9868842   1.04554195 -0.15130871 -0.17285036 -1.45404895 -1.05169613  1.08034527  0.85560833 -0.28551172  0.73342383  0.09370872  0.          0.        ],"[[-1.89200414  2.01409313  1.13207425]
 [-3.22528869  1.23472035  1.54454597]]"
457,[-1.75236862 -0.54081386  1.04400623  1.78920754  0.41999976 -1.33206116  1.36976698 -0.45919344  0.74537016  1.23854402 -0.96663815 -1.1150579  -0.13345902 -0.59870222  0.81952601  0.45511285  0.34077379  0.          0.        ],"[[-2.55480147  1.05605081  1.97590686]
 [-3.17240177  2.75219483  1.57891829]]"
458,[ 3.34100451 -0.66878977  2.05842062  2.3726295   0.68838359 -0.58680217  0.18468998 -1.71407055  0.97668755  0.13565415  0.46954478  1.17601954 -1.96461093  1.11149425 -0.31663751  1.03563229  1.13577874  0.          0.        ],"[[-3.55021898  2.24404343  1.34996782]
 [-2.10557462  2.35780187  1.9364553 ]]"
459,[ 2.39841042 -0.39860218  0.67822684 -0.37873045  0.35715353 -2.21004572 -1.58767402 -2.6675034   0.47382184  0.6294239   2.25509446 -0.19657459 -0.30366247 -0.74463101 -2.44990181  1.15807262  0.49021104  0.          0.        ],"[[-3.26216644  1.8013062   2.02767557]
 [-1.90114547  1.1863688   1.89958593]]"
460,[-1.17116065 -0.95928041  1.38485212 -2.04203578  1.63458868  0.52029273 -0.33740241  1.82940374  1.05810062 -0.16454459 -1.41388062 -0.71508548  1.21827108  1.32377923 -0.99848734  1.34720085  1.51439979  0.          0.        ],"[[-1.64893413  1.72680129  1.32076807]
 [-3.13688445  2.80840332  1.66499721]]"
461,[-0.50933598 -0.68972818  1.61552699 -0.88497502 -0.10966028  0.01947996 -0.62688549  1.09858327 -0.72393596  0.8764203  -0.58857909 -1.04746014  2.34242155 -0.05961672 -1.37995789  0.42830991 -0.53944836  0.          0.        ],"[[-1.71513527  1.45563364  1.98986679]
 [-3.54431226  2.12466426  1.15486966]]"
462,[ 3.02191395 -0.50691299  0.5841907   0.7927422   0.40884583 -2.01181629 -0.24791063 -0.20449717  0.22397426  1.09845607 -1.98678473  1.77422417  1.3575252  -1.67575742  0.52700287 -0.18818322  0.97055058  0.          0.        ],"[[-3.2092504   2.6026021   2.27204467]
 [-1.88121511  1.47796482  1.67748528]]"
463,[ 1.06967796 -0.13432408  0.48061889  0.96442934  0.70558202  1.50512226  0.07801927  2.1522212   0.82497485  1.38612629  1.68203434 -1.26882491  2.24784531  0.22431016  2.60322893  0.16154253  0.24975943  0.          0.        ],"[[-1.92703873  2.20568751  2.19810988]
 [-3.73682198  2.02165719  1.8345467 ]]"
464,[-0.36297778 -0.47439957  0.60122958 -1.6079873  -0.62890794  2.40088142  1.94655051  0.29941607  1.01333965  0.81625894  2.1145657   0.55033673 -2.00940763 -0.74340335 -0.70273199 -0.72846125 -0.4757348   0.          0.        ],"[[-1.95395048  1.88706784  2.0957171 ]
 [-3.61578446  1.77138601  1.7386157 ]]"
465,[-2.26962768 -1.44323867  1.93172606  1.92413756  0.63058564 -1.84642777  1.03918206 -0.42012433  0.65886689  0.42915508 -1.04947353  0.48511842 -2.80399648 -1.86346525 -2.24965003 -0.03946155 -0.6939546   0.          0.        ],"[[-3.41112319  1.31704238  1.65057097]
 [-1.8199006   2.09973295  1.29496369]]"
466,[ 3.29877666 -0.24185284  0.75367659 -2.03510843 -0.36373797 -0.74009374  0.15243713  1.08691364  0.72887291  1.2174923  -2.15767604 -0.58580761 -2.24118303  0.28190734 -0.04093611 -0.42026945  1.90480838  0.          0.        ],"[[-3.37882934  2.24714461  2.11951329]
 [-1.93067797  2.19738538  2.26530366]]"
467,[ 3.32270496 -0.25215238  1.32955147  2.80834295 -0.21873719 -2.22365461 -0.51398096 -1.6303155   0.76571028  0.96768113  0.55950921 -0.6301019   1.00454795 -0.63122118 -1.68200343 -0.56242481 -0.68777749  0.          0.        ],"[[-3.4759894   1.91212735  1.92275125]
 [-1.41009318  1.58956116  1.26950317]]"
468,[ 0.16200052 -0.29154578  0.79605794 -1.02739319 -0.02298627 -0.8887604   0.32820355 -0.72635879  1.32714327  2.28850916 -1.40181628 -0.11823896 -0.0407616   0.09077817  1.19394659 -0.09086944  0.21644489  0.          0.        ],"[[-1.647394    2.07044406  1.96419611]
 [-3.65743377  1.90328157  2.02260788]]"
469,[ 1.16397024e+00 -6.75261343e-01  1.90487987e+00  4.29395176e-01  2.28045108e-01 -1.10460677e+00  7.17569431e-01  1.18046883e+00  2.47419755e-03  4.04151496e-01  2.46759516e+00  4.39803526e-01  1.18096342e+00 -1.78069916e+00  2.77558093e+00  4.48386132e-01  9.82630640e-01  0.00000000e+00  0.00000000e+00],"[[-2.44385563  3.20031556  1.68267869]
 [-3.36558935  1.59710125  1.67370912]]"
470,[ 2.80844402 -0.00643197  0.50001515  2.27709698  0.67898357 -2.71523572  1.78562021  0.43580346  1.39330186 -0.3802422   0.42684644 -1.09023281 -2.95819474 -1.78864377  0.24126549  0.67843633  2.31682263  0.          0.        ],"[[-3.55528762  1.98681297  1.52855091]
 [-2.18100402  1.21565985  1.70043781]]"
471,[-1.70638937 -0.77954304  1.92203688 -1.77930456 -0.05330222  0.88619551  0.03034973  0.86641236  0.1071183   0.24795869 -1.83996421  0.06048573  2.57588856  0.11039768 -1.84508973  0.93040235  0.99767614  0.          0.        ],"[[-2.67796117  0.90730324  1.87802262]
 [-2.31734212  2.9487194   1.87351682]]"
472,[-0.55620219 -0.38468457  0.80642199 -1.16354764  2.08564634  0.84838337 -0.74089529  0.69805591  0.41747189  0.69645044  1.32120785 -0.68233654  1.08783531  0.46735855  2.28513773  0.81915313  1.6410719   0.          0.        ],"[[-2.14924717  2.75314102  1.97678163]
 [-3.12526027  2.76661422  1.97219682]]"
473,[ 2.16203134 -1.29528201  2.20018459  0.83625793  0.64234788 -0.02103311  0.05121599  0.98804846 -0.76214174  2.18773767  1.10739027  1.57837371 -2.57336621  0.97463018  0.59367405  1.23731694  0.20022644  0.          0.        ],"[[-2.84021072  2.69784214  1.90206779]
 [-1.74193141  2.23338992  1.39165441]]"
474,[ 0.08200313 -1.15348919  1.82249688 -0.5179379  -0.67775848 -0.25523317  0.01738097  0.49192968 -0.50398747 -0.19117409 -0.89499467  0.88726733 -2.73859891  1.24529492 -1.89831659 -0.57414497  2.13087397  0.          0.        ],"[[-1.33556482  1.87452614  1.34594556]
 [-3.09012715  2.13476142  2.05792874]]"
475,[ 0.8324533   0.11506702  0.33080658 -0.72750846  0.8520525   2.59201157  1.26481265 -1.05822942  0.48857195  1.83998021 -2.96556743  2.04003267  0.90904999 -2.08806268  1.29768414 -0.23525583  0.53311585  0.          0.        ],"[[-2.84771311  2.52922708  2.3103493 ]
 [-3.45343546  2.0079944   1.5132842 ]]"
476,[ 2.4999399  -1.12048467  2.1302491  -0.32364982  0.27235582  1.43858165 -0.1949595  -1.41758664  0.00746913  0.4383519   1.64559339  0.28340147  0.86194357  0.43647915 -1.00928006 -0.67081791  1.94110217  0.          0.        ],"[[-3.44133427  2.62369194  1.8822357 ]
 [-1.74420211  1.56085139  1.80042756]]"
477,[-0.88449528 -0.76182436  2.12135931  2.79456982 -0.18399034 -2.0048454   0.10795322 -0.04422787 -0.51681819  1.15807929 -1.5131907   0.58176955  0.69729089  0.1632584   1.02462262  0.91514398  0.45224268  0.          0.        ],"[[-1.60072612  1.48939727  1.84648406]
 [-2.68954502  3.15180241  1.6193061 ]]"
478,[ 0.22892873 -0.63273045  1.01472876  1.13195429  0.2477341   2.56069475 -0.83507793  1.68665102  0.77182591  1.40263388  1.38330024 -1.136831   -1.31198592 -0.44445973 -1.47769073  1.14609781  1.93548388  0.          0.        ],"[[-1.70262234  2.18131632  2.17506465]
 [-3.46259313  2.29762768  1.66544659]]"
479,[-0.22560348 -0.75967636  1.11800417  2.04193358 -0.97505855 -2.86878212 -0.72158719  1.37353819 -0.14150637  1.11228871 -2.18397116 -1.35776946  2.6524619   1.36517084  0.27257436  0.58548581  1.19801078  0.          0.        ],"[[-1.9571121   2.37588506  2.27093929]
 [-2.96375315  1.90028107  2.22533863]]"
480,[ 1.05103783 -0.59254606  1.32183102 -1.23096744  0.06671569 -0.2003629   0.21305554  1.62498419  0.3644427   0.20377354 -2.0143327  -0.77723678  2.44735842  1.65280587  0.34662552  0.89905839  1.02874505  0.          0.        ],"[[-2.02278124  3.04699435  1.87824848]
 [-3.07932348  1.57115408  2.02973429]]"
481,[-2.0787687  -0.77240749  1.41822728  1.54383761  1.48355861 -0.8836371   1.59827878 -0.3395214   0.02772853  1.19289747 -1.74722328  1.77905069  1.25857762 -1.39615199  0.8095154  -0.3795607   0.89799914  0.          0.        ],"[[-3.17625727  1.65629658  1.95108133]
 [-1.61264438  2.12822979  1.67263796]]"
